Wifes-age,Wifes-education,Husbands-education,Number-of-children-ever-born,Wifes-religion,Wifes-now-working?,Husbands-occupation,Standard-of-living-index,Media-exposure,Contraceptive-method-used
mid20s,high,very-high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
early20s,low,medium,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
mid20s,medium,medium,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
early30s,medium,medium,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
early30s,low,high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
late20s,high,very-high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
late30s,very-high,very-high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
late20s,medium,high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
early30s,high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid20s,medium,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid20s,medium,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
early30s,medium,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
early30s,medium,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid20s,high,medium,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,high,high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,high,high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
early30s,low,high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late30s,very-high,high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,medium,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,medium,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid30s,medium,medium,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late20s,low,high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
early30s,medium,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
mid40s,very-high,very-high,three-to-five,Islam,not-working,high-paid,4,Good,Short-term
late30s,medium,high,six-to-eight,Islam,not-working,high-paid,4,Good,Short-term
mid30s,medium,very-high,six-to-eight,Islam,not-working,high-paid,4,Good,Short-term
early30s,high,high,six-to-eight,Islam,not-working,high-paid,4,Good,Short-term
early30s,high,high,six-to-eight,Islam,not-working,high-paid,4,Good,Short-term
early30s,high,very-high,six-to-eight,Islam,not-working,high-paid,4,Good,Short-term
mid40s,high,very-high,nine-to-ten,Islam,not-working,high-paid,4,Good,Short-term
mid30s,high,very-high,nine-to-ten,Islam,not-working,high-paid,4,Good,Short-term
mid30s,low,medium,three-to-five,Islam,working,very-high-paid,4,Good,Short-term
early20s,medium,medium,none,Non-Islam,not-working,very-high-paid,4,Good,Short-term
late20s,medium,very-high,three-to-five,Islam,not-working,very-high-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,very-high-paid,4,Good,Short-term
early30s,high,high,three-to-five,Islam,not-working,medium-paid,1,Not-Good,Short-term
early20s,medium,low,three-to-five,Islam,working,high-paid,1,Not-Good,Short-term
early20s,high,medium,one-to-two,Islam,not-working,high-paid,1,Not-Good,Short-term
early20s,low,medium,three-to-five,Islam,not-working,high-paid,1,Not-Good,Short-term
early30s,high,high,three-to-five,Islam,not-working,high-paid,1,Not-Good,Short-term
mid30s,low,medium,three-to-five,Islam,not-working,high-paid,1,Not-Good,Short-term
mid30s,very-high,very-high,six-to-eight,Non-Islam,not-working,low-paid,2,Not-Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,low-paid,2,Not-Good,Short-term
mid30s,medium,medium,six-to-eight,Islam,working,medium-paid,2,Not-Good,Short-term
mid30s,medium,medium,six-to-eight,Islam,working,medium-paid,2,Not-Good,Short-term
early20s,high,high,one-to-two,Islam,not-working,medium-paid,2,Not-Good,Short-term
late20s,medium,medium,three-to-five,Islam,not-working,medium-paid,2,Not-Good,Short-term
mid30s,low,medium,three-to-five,Islam,not-working,medium-paid,2,Not-Good,Short-term
mid30s,low,medium,six-to-eight,Islam,not-working,medium-paid,2,Not-Good,Short-term
mid30s,medium,high,three-to-five,Non-Islam,not-working,high-paid,2,Not-Good,Short-term
early20s,medium,medium,one-to-two,Islam,not-working,high-paid,2,Not-Good,Short-term
early20s,low,medium,three-to-five,Islam,not-working,high-paid,2,Not-Good,Short-term
early30s,low,low,three-to-five,Islam,not-working,very-high-paid,2,Not-Good,Short-term
late30s,very-high,very-high,three-to-five,Non-Islam,working,high-paid,3,Not-Good,Short-term
early20s,low,high,one-to-two,Islam,not-working,high-paid,3,Not-Good,Short-term
mid30s,medium,very-high,above-ten,Islam,not-working,low-paid,4,Not-Good,Short-term
mid40s,low,medium,nine-to-ten,Islam,working,high-paid,4,Not-Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,4,Not-Good,Short-term
mid30s,low,very-high,three-to-five,Islam,not-working,high-paid,4,Not-Good,Short-term
late20s,low,very-high,three-to-five,Islam,not-working,very-high-paid,4,Not-Good,Short-term
