age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
under20, Private, 11th, Never-married, Other-service, Own-child, Black, Male,none,none,below10, United-States
early60, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Female,none,none,below10, United-States
early70, ?, Bachelors, Separated, ?, Not-in-family, White, Female,below1000,none,below10, United-States
late60, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,below7500,none,below10, United-States
late20, ?, Some-college, Divorced, ?, Unmarried, White, Female,none,none,below10, United-States
late50, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
mid40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,none,none,below10, United-States
early30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,none,none,below10, United-States
mid70, ?, HS-grad, Widowed, ?, Not-in-family, White, Female,none,none,below10, United-States
late60, ?, 11th, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
late60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,none,none,below10, United-States
early70, Federal-gov, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below10, Canada
early20, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below10, United-States
early20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,none,none,below10, United-States
mid50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,none,below10, United-States
under20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,none,none,below10, United-States
under18, Private, 7th-8th, Never-married, Sales, Own-child, White, Male,none,none,below10, United-States
early60, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
late50, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,none,none,below10, United-States
under20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,none,none,below10, United-States
early20, Private, Some-college, Never-married, Sales, Own-child, White, Male,none,none,below10, United-States
early30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,none,below10, United-States
late20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,none,none,below10, United-States
early30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,none,none,below10, United-States
under20, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,none,none,below10, United-States
early50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,none,none,below10, Philippines
early50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below10, United-States
under20, Private, 11th, Never-married, Other-service, Own-child, White, Male,none,none,below10, United-States
early70, ?, 11th, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
early20, Private, Some-college, Never-married, Sales, Own-child, White, Female,none,none,below10, United-States
late60, ?, HS-grad, Widowed, ?, Other-relative, White, Female,none,none,below10, United-States
mid30, ?, HS-grad, Separated, ?, Own-child, White, Female,none,none,below10, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Female,none,none,below10, United-States
under18, Private, 10th, Never-married, Other-service, Own-child, White, Male,none,none,below10, United-States
early50, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below10, United-States
mid60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below10, United-States
mid60, ?, Some-college, Widowed, ?, Unmarried, White, Female,none,none,below10, United-States
mid60, Private, 11th, Widowed, Adm-clerical, Not-in-family, White, Female,none,none,below10, United-States
mid20, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below10, Italy
early20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,none,none,below10, India
early70, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
late50, ?, Assoc-acdm, Divorced, ?, Not-in-family, White, Male,none,none,below10, United-States
late40, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,none,none,below10, United-States
mid70, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
late60, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
mid20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,none,none,below10, United-States
under18, Private, 11th, Never-married, Sales, Own-child, White, Female,none,none,below10, United-States
under20, Private, 11th, Never-married, Other-service, Own-child, White, Female,none,none,below10, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Female,none,none,below10, United-States
early50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below10, United-States
late60, ?, 7th-8th, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
mid60, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,none,none,below10, United-States
late70, ?, Masters, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
early20, Private, Some-college, Never-married, Sales, Own-child, White, Female,none,none,below10, United-States
late40, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,none,none,below10, Philippines
under20, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,none,none,below10, United-States
mid60, Private, Masters, Never-married, Prof-specialty, Other-relative, White, Female,none,none,below10, United-States
early30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,none,none,below10, United-States
under20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,none,none,below10, United-States
mid70, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
late70, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below10, United-States
under20, Private, 12th, Never-married, Sales, Own-child, White, Female,none,none,below10, United-States
early50, ?, 5th-6th, Married-civ-spouse, ?, Husband, Black, Male,none,none,below10, United-States
early60, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,none,none,below10, United-States
late60, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below10, United-States
mid60, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below10, United-States
mid30, ?, 11th, Married-civ-spouse, ?, Wife, White, Female,none,none,below10, United-States
early40, ?, 7th-8th, Separated, ?, Not-in-family, White, Female,none,none,below10, United-States
under18, ?, 11th, Never-married, ?, Own-child, White, Female,none,none,below10, United-States
mid60, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,none,none,below10, United-States
under18, Private, 11th, Never-married, Sales, Own-child, White, Female,none,none,below10, United-States
early40, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
early70, ?, Masters, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
early80, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
early20, Federal-gov, HS-grad, Never-married, Armed-Forces, Not-in-family, White, Male,none,none,below10, United-States
late60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below10, United-States
early80, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, Canada
under20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,none,none,below10, United-States
early70, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
early20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,none,none,below10, United-States
mid70, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,none,none,below10, United-States
early70, ?, HS-grad, Widowed, ?, Not-in-family, White, Female,none,none,below10, United-States
early30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,none,none,below10, United-States
early40, Private, Some-college, Separated, Other-service, Unmarried, White, Female,none,none,below10, United-States
late60, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
late60, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,none,none,below10, United-States
late50, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below10, United-States
early50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below10, United-States
late60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below10, United-States
mid20, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below10, United-States
early80, ?, Assoc-voc, Widowed, ?, Not-in-family, White, Female,none,none,below10, United-States
late60, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,none,none,below10, United-States
under20, Private, 11th, Never-married, Sales, Own-child, Black, Female,none,none,below10, United-States
late40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,none,below10, United-States
early20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below10, United-States
late20, ?, Bachelors, Never-married, ?, Not-in-family, White, Male,none,none,below10, United-States
mid60, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,none,none,below10, United-States
early60, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,none,none,below10, United-States
early20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,none,none,below10, United-States
mid60, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below10, United-States
under18, Private, 12th, Never-married, Other-service, Own-child, White, Female,none,none,below10, United-States
late30, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,none,none,below10, United-States
mid20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below10, United-States
mid30, Private, 11th, Separated, Priv-house-serv, Unmarried, White, Female,none,none,below10, Mexico
early20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,none,none,below10, United-States
early20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,none,none,below10, United-States
early70, ?, HS-grad, Widowed, ?, Not-in-family, White, Female,none,none,below10, United-States
early80, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,none,none,below10, United-States
under18, Private, 11th, Never-married, Sales, Own-child, White, Female,none,none,below10, United-States
late20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,none,none,below10, United-States
mid70, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, White, Male,none,none,below10, United-States
early20, Private, Some-college, Never-married, Other-service, Other-relative, Black, Female,none,none,below10, United-States
mid60, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,none,none,below10, Cuba
early70, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below10, United-States
mid70, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below10, United-States
under20, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,none,none,below10, United-States
late40, Private, 11th, Divorced, Craft-repair, Own-child, White, Male,none,none,below10, United-States
under18, ?, 11th, Never-married, ?, Own-child, Black, Male,none,none,below10, United-States
mid20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below10, United-States
